date,match,WON,type,rating,promotion,event,participants
27.03.2021,Hikari Noa & Sena Shiori vs. Nodoka Tenma & Yuki Aino,,Tag Team,6.00,Tokyo Joshi Pro-Wrestling,NA,"Hikari Noa, Sena Shiori, Nodoka Tenma, Yuki Aino"
14.06.1989,Jimmy Garvin & Michael Hayes vs. Johnny Ace & Shane Douglas,,Tag Team,6.00,World Championship Wrestling,NA,"Jimmy Garvin, Michael Hayes, Johnny Ace, Shane Douglas"
10.04.2021,"Aaron Henare, Great-O-Khan, Jeff Cobb & Will Ospreay vs. BUSHI, SANADA, Shingo Takagi & Tetsuya Naito",,Eight Man Tag Team Elimination,6.00,New Japan Pro Wrestling,NA,"Aaron Henare, Great-O-Khan, Jeff Cobb, Will Ospreay, BUSHI, SANADA, Shingo Takagi, Tetsuya Naito"
15.04.2021,Amir Jordan vs. Kenny Williams,,Singles,6.00,World Wrestling Entertainment,NA,"Amir Jordan, Kenny Williams"
19.04.2021,Asuka vs. Charlotte Flair,,Singles,6.00,World Wrestling Entertainment,NA,"Asuka, Charlotte Flair"
22.04.2021,Haruna Neko vs. Yuki Kamifuku,,Singles,6.00,Tokyo Joshi Pro-Wrestling,NA,"Haruna Neko, Yuki Kamifuku"
20.04.2021,Ashante Adonis vs. August Grey,,Singles,6.00,World Wrestling Entertainment,NA,"Ashante Adonis, August Grey"
24.04.2021,Fukigen Death & Konami  vs. Saya Kamitani & Utami Hayashishita,,Tag Team,6.00,World Wonder Ring Stardom,NA,"Fukigen Death, Konami, Saya Kamitani, Utami Hayashishita"
29.04.2021,Koji Doi vs. Zeus ,,Singles,6.00,All Japan Pro Wrestling,NA,"Koji Doi, Zeus"
29.04.2021,Chris Bey vs. Jake Something,,Singles,6.00,Impact Wrestling,NA,"Chris Bey, Jake Something"
06.02.1990,Doom #1 & Doom #2 vs. Rick Steiner & Scott Steiner,,Title Vs. Mask,6.00,World Championship Wrestling,NA,"Doom #1, Doom #2, Rick Steiner, Scott Steiner"
04.05.2021,Akito vs. Mad Paulie,,Singles,6.00,DDT Pro Wrestling,NA,"Akito, Mad Paulie"
05.05.2021,AZM & Momo Watanabe vs. Himeka & Lady C,,Tag Team,6.00,World Wonder Ring Stardom,NA,"AZM, Momo Watanabe, Himeka, Lady C"
10.05.2021,Pom Harajuku vs. Yuki Kamifuku,,Singles,6.00,Tokyo Joshi Pro-Wrestling,NA,"Pom Harajuku, Yuki Kamifuku"
11.05.2021,Ariya Daivari vs. Asher Hale,,Singles,6.00,World Wrestling Entertainment,NA,"Ariya Daivari, Asher Hale"
18.05.2021,Matt Cross vs. The Pope,,Singles,6.00,National Wrestling Alliance,NA,"Matt Cross, The Pope"
18.05.2021,Crimson & Jax Dane vs. Odinson & Parrow,,Tag Team,6.00,National Wrestling Alliance,NA,"Crimson, Jax Dane, Odinson, Parrow"
20.05.2021,Mahiro Kiryu vs. Maki Ito,,Singles,6.00,Tokyo Joshi Pro-Wrestling,NA,"Mahiro Kiryu, Maki Ito"
21.05.2021,SB KENTo vs. Susumu Yokosuka,,Singles,6.00,Dragongate Japan Pro-Wrestling,NA,"SB KENTo, Susumu Yokosuka"
23.05.2021,Danshoku Dino vs. Keigo Nakamura vs. Toru Owashi,,Three Way,6.00,DDT Pro Wrestling,NA,"Danshoku Dino, Keigo Nakamura, Toru Owashi"
25.05.2021,Aron Stevens & Kratos     vs. Crimson & Jax Dane,,Tag Team,6.00,National Wrestling Alliance,NA,"Aron Stevens, Kratos, Crimson, Jax Dane"
30.05.2021,"Chris Brookes, HARASHIMA & Keigo Nakamura vs. Jun Akiyama, Makoto Oishi & Yusuke Okada",,Six Man Tag Team,6.00,DDT Pro Wrestling,NA,"Chris Brookes, HARASHIMA, Keigo Nakamura, Jun Akiyama, Makoto Oishi, Yusuke Okada"
03.06.2021,Jack Starz & Nathan Frazer vs. Lewis Howley & Sam Stoker,,Tag Team,6.00,World Wrestling Entertainment,NA,"Jack Starz, Nathan Frazer, Lewis Howley, Sam Stoker"
04.06.2021,Danny Limelight & JR Kratos vs. Karl Fredericks & Satoshi Kojima,,Tag Team,6.00,New Japan Pro Wrestling,NA,"Danny Limelight, JR Kratos, Karl Fredericks, Satoshi Kojima"
01.06.2021,Ari Sterling vs. Sunil Singh,,Singles,6.00,World Wrestling Entertainment,NA,"Ari Sterling, Sunil Singh"
06.06.2021,Danshoku Dino & Super Sasadango Machine vs. Kazushi Sakuraba & Takashi Sugiura,,Tag Team,6.00,DDT Pro Wrestling,NA,"Danshoku Dino, Super Sasadango Machine, Kazushi Sakuraba, Takashi Sugiura"
06.06.2021,AJ Gray vs. Calvin Tankman,,Singles,6.00,Game Changer Wrestling,NA,"AJ Gray, Calvin Tankman"
10.06.2021,Chris Bey & Rohit Raju vs. Petey Williams & Trey Miguel,,Tag Team,6.00,Impact Wrestling,NA,"Chris Bey, Rohit Raju, Petey Williams, Trey Miguel"
12.06.2021,Joe Doering vs. Satoshi Kojima,,Singles,6.00,Impact Wrestling,NA,"Joe Doering, Satoshi Kojima"
19.06.2021,2 Cold Scorpio vs. Chris Dickinson,,Singles,6.00,Game Changer Wrestling,NA,"2 Cold Scorpio, Chris Dickinson"
23.06.2021,"BUSHI, SANADA, Shingo Takagi & Tetsuya Naito vs. El Desperado, Taichi, Yoshinobu Kanemaru & Zack Sabre Jr.",,Eight Man Tag Team,6.00,New Japan Pro Wrestling,NA,"BUSHI, SANADA, Shingo Takagi, Tetsuya Naito, El Desperado, Taichi, Yoshinobu Kanemaru, Zack Sabre Jr."
20.06.2021,Mina Shirakawa & Unagi Sayaka vs. Momo Watanabe & Saya Kamitani,,Tag Team,6.00,World Wonder Ring Stardom,NA,"Mina Shirakawa, Unagi Sayaka, Momo Watanabe, Saya Kamitani"
01.07.2021,"BUSHI, SANADA & Tetsuya Naito vs. Minoru Suzuki, Taichi & Zack Sabre Jr.",,Six Man Tag Team,6.00,New Japan Pro Wrestling,NA,"BUSHI, SANADA, Tetsuya Naito, Minoru Suzuki, Taichi, Zack Sabre Jr."
01.07.2021,"Chris Sabin, Moose     & Sami Callihan vs. Doc Gallows, Karl Anderson & Kenny Omega",,Six Man Tag Team,6.00,Impact Wrestling,NA,"Chris Sabin, Moose, Sami Callihan, Doc Gallows, Karl Anderson, Kenny Omega"
05.07.2021,John Morrison vs. Ricochet,,Singles,6.00,World Wrestling Entertainment,NA,"John Morrison, Ricochet"
08.07.2021,Kenny Williams vs. Nathan Frazer,,Singles,6.00,World Wrestling Entertainment,NA,"Kenny Williams, Nathan Frazer"
10.07.2021,1 Called Manders vs. AJ Gray vs. Mance Warner vs. Matthew Justice,,Four Way,6.00,Game Changer Wrestling,NA,"1 Called Manders, AJ Gray, Mance Warner, Matthew Justice"
04.05.2021,Arisu Endo & Maki Ito vs. Miu Watanabe & Yuki Arai,,Tag Team,6.00,Tokyo Joshi Pro-Wrestling,NA,"Arisu Endo, Maki Ito, Miu Watanabe, Yuki Arai"
30.07.2021,"Apollo Crews, Dolph Ziggler & Robert Roode vs. Big E, Cesaro & King Nakamura",,Six Man Tag Team,6.00,World Wrestling Entertainment,NA,"Apollo Crews, Dolph Ziggler, Robert Roode, Big E, Cesaro, King Nakamura"
30.07.2021,Mazzerati vs. Nicole Savoy,,Singles,6.00,Ring Of Honor,NA,"Mazzerati, Nicole Savoy"
03.08.2021,Jax Dane vs. Slice Boogie,,Singles,6.00,National Wrestling Alliance,NA,"Jax Dane, Slice Boogie"
08.08.2021,Dick Togo & Gedo vs. El Desperado & Yoshinobu Kanemaru,,Tag Team,6.00,New Japan Pro Wrestling,NA,"Dick Togo, Gedo, El Desperado, Yoshinobu Kanemaru"
09.08.2021,Dick Togo & Gedo vs. El Phantasmo & Taiji Ishimori,,Tag Team,6.00,New Japan Pro Wrestling,NA,"Dick Togo, Gedo, El Phantasmo, Taiji Ishimori"
09.08.2021,"Hanan, Koguma, Lady C & Mayu Iwatani vs. Rina, Ruaka, Saki Kashima & Starlight Kid",,Eight Man Tag Team,6.00,World Wonder Ring Stardom,NA,"Hanan, Koguma, Lady C, Mayu Iwatani, Rina, Ruaka, Saki Kashima, Starlight Kid"
13.08.2021,"AZM, Hina & Utami Hayashishita vs. Rina, Ruaka & Saki Kashima",,Six Man Tag Team,6.00,World Wonder Ring Stardom,NA,"AZM, Hina, Utami Hayashishita, Rina, Ruaka, Saki Kashima"
15.08.2021,Daiki Inaba vs. Masa Kitamiya,,Singles,6.00,Pro Wrestling NOAH,NA,"Daiki Inaba, Masa Kitamiya"
13.08.2021,"Bandido  , Chris Dickinson, Dragon Lee  , Homicide & Jonathan Gresham vs. EC3, Flip Gordon, Jay Briscoe, Josh Woods & Mark Briscoe",,Ten Man Tag Team,6.00,Ring Of Honor,NA,"Bandido, Chris Dickinson, Dragon Lee, Homicide, Jonathan Gresham, EC3, Flip Gordon, Jay Briscoe, Josh Woods, Mark Briscoe"
11.08.2021,Angelico & Jack Evans vs. Penta El Zero Miedo & Rey Fenix  ,,Tag Team,6.00,All Elite Wrestling,NA,"Angelico, Jack Evans, Penta El Zero Miedo, Rey Fenix"
20.08.2021,Rey Horus vs. Silas Young,,Singles,6.00,Ring Of Honor,NA,"Rey Horus, Silas Young"
10.12.2000,"Dean Malenko, Eddie Guerrero & Perry Saturn vs. Jeff Hardy, Lita & Matt Hardy",,Elimination Six Man Tag Team,6.00,World Wrestling Federation,NA,"Dean Malenko, Eddie Guerrero, Perry Saturn, Jeff Hardy, Lita, Matt Hardy"
09.08.2021,Akane Fujita vs. Maika Ozaki,,Singles,6.00,Ice Ribbon,NA,"Akane Fujita, Maika Ozaki"
16.08.2021,Chris Bey vs. David Finlay,,Singles,6.00,Impact Wrestling,NA,"Chris Bey, David Finlay"
27.08.2021,"Brody King, Chris Dickinson, Juice Robinson & Lio Rush vs. Jorel Nelson, JR Kratos, Royce Isaacs & Tom Lawlor",,Eight Man Tag Team,6.00,New Japan Pro Wrestling,NA,"Brody King, Chris Dickinson, Juice Robinson, Lio Rush, Jorel Nelson, JR Kratos, Royce Isaacs, Tom Lawlor"
23.08.2021,Andre Chase vs. Grayson Waller,,Singles,6.00,World Wrestling Entertainment,NA,"Andre Chase, Grayson Waller"
29.08.2021,Rina vs. Unagi Sayaka,,Singles,6.00,World Wonder Ring Stardom,NA,"Rina, Unagi Sayaka"
09.09.2021,"Ashton Smith, Oliver Carter & Saxon Huxley vs. Eddie Dennis, Primate & T-Bone",,Six Man Tag Team,6.00,World Wrestling Entertainment,NA,"Ashton Smith, Oliver Carter, Saxon Huxley, Eddie Dennis, Primate, T-Bone"
16.09.2021,Emilia McKenzie vs. Stevie Turner,,Singles,6.00,World Wrestling Entertainment,NA,"Emilia McKenzie, Stevie Turner"
17.09.2021,Brian Johnson  vs. Delirious vs. Eric Martin vs. Joe Keys vs. LSG vs. World Famous CB,,Pure Rules Gauntlet,6.00,Ring Of Honor,NA,"Brian Johnson, Delirious, Eric Martin, Joe Keys, LSG, World Famous CB"
22.09.2021,Brandi Lauren vs. Laynie Luck,,Singles,6.00,Ring Of Honor,NA,"Brandi Lauren, Laynie Luck"
21.09.2021,Cora Jade vs. Ember Moon,,Singles,6.00,World Wrestling Entertainment,NA,"Cora Jade, Ember Moon"
26.09.2021,"Antonio Honda, Naomi Yoshimura & Saki Akai vs. Danshoku Dino, Masahiro Takanashi & Toru Owashi",,Six Man Tag Team,6.00,DDT Pro Wrestling,NA,"Antonio Honda, Naomi Yoshimura, Saki Akai, Danshoku Dino, Masahiro Takanashi, Toru Owashi"
29.09.2021,Kaz Hayashi & Minoru Tanaka vs. KAZMA SAKAMOTO & Quiet Storm,,Tag Team,6.00,GLEAT,NA,"Kaz Hayashi, Minoru Tanaka, KAZMA SAKAMOTO, Quiet Storm"
03.10.2021,AZM vs. Mai Sakurai,,Singles,6.00,World Wonder Ring Stardom,NA,"AZM, Mai Sakurai"
17.09.2021,Jamie Senegal vs. Tasha Steelz,,Singles,6.00,Impact Wrestling,NA,"Jamie Senegal, Tasha Steelz"
10.10.2021,Alex Zayne vs. Starboy Charlie,,Singles,6.00,Game Changer Wrestling,NA,"Alex Zayne, Starboy Charlie"
11.09.2021,Anthony Greene vs. Evil Uno,,Singles,6.00,All Elite Wrestling,NA,"Anthony Greene, Evil Uno"
13.10.2021,AKARI vs. Leon  vs. Mei Suruga,,High Speed Three Way,6.00,SEAdLINNNG,NA,"AKARI, Leon, Mei Suruga"
12.10.2021,Odyssey Jones vs. Roderick Strong,,Singles,6.00,World Wrestling Entertainment,NA,"Odyssey Jones, Roderick Strong"
04.12.2021,Cash Wheeler & Dax Harwood vs. Fenix    & Pentagon Jr.,***1/4,Ladder,6.03,Lucha Libre AAA World Wide,AAA TripleMania Regia 2021,"Cash Wheeler, Dax Harwood, Fenix, Pentagon Jr."
03.02.2021,Dakota Kai & Raquel Gonzalez vs. Kacy Catanzaro & Kayden Carter,,Tag Team,6.02,World Wrestling Entertainment,NA,"Dakota Kai, Raquel Gonzalez, Kacy Catanzaro, Kayden Carter"
22.12.2021,Nyla Rose vs. Ruby Soho,,Singles,6.02,All Elite Wrestling,NA,"Nyla Rose, Ruby Soho"
29.01.2017,Neville vs. Rich Swann,***1/2,Singles,6.02,World Wrestling Entertainment,WWE Royal Rumble 2017,"Neville, Rich Swann"
07.10.2021,Yujiro Takahashi vs. Zack Sabre Jr.,***1/2,Singles,6.02,New Japan Pro Wrestling,NJPW G1 Climax 2021 - Tag 11,"Yujiro Takahashi, Zack Sabre Jr."
27.04.2018,Apollo Crews vs. Babatunde vs. Baron Corbin vs. Big Cass vs. Big E vs. Bobby Lashley vs. Bobby Roode vs. Bo Dallas vs. Braun Strowman vs. Chad Gable vs. Chris Jericho vs. Curt Hawkins vs. Curtis Axel vs. Daniel Bryan vs. Dan Matha vs. Dash Wilder vs. Dolph Ziggler vs. Drew Gulak vs. Elias  vs. Fandango vs. Goldust vs. Heath Slater vs. Hiroki Sumi vs. Hornswoggle vs. Karl Anderson vs. Kevin Owens vs. Kofi Kingston vs. Konnor vs. Kurt Angle vs. Luke Gallows vs. Mark Henry vs. Mike Kanellis vs. Mojo Rawley vs. Primo Colon vs. Randy Orton vs. Rey Mysterio vs. Rhyno vs. Roderick Strong vs. Scott Dawson vs. Shane McMahon vs. Shelton Benjamin vs. Sin Cara  vs. The Great Khali vs. Titus O'Neil vs. Tony Nese vs. Tucker Knight vs. Tye Dillinger vs. Tyler Breeze vs. Viktor vs. Xavier Woods,***1/4,Royal Rumble,6.01,World Wrestling Entertainment,WWE Greatest Royal Rumble,"Apollo Crews, Babatunde, Baron Corbin, Big Cass, Big E, Bobby Lashley, Bobby Roode, Bo Dallas, Braun Strowman, Chad Gable, Chris Jericho, Curt Hawkins, Curtis Axel, Daniel Bryan, Dan Matha, Dash Wilder, Dolph Ziggler, Drew Gulak, Elias, Fandango, Goldust, Heath Slater, Hiroki Sumi, Hornswoggle, Karl Anderson, Kevin Owens, Kofi Kingston, Konnor, Kurt Angle, Luke Gallows, Mark Henry, Mike Kanellis, Mojo Rawley, Primo Colon, Randy Orton, Rey Mysterio, Rhyno, Roderick Strong, Scott Dawson, Shane McMahon, Shelton Benjamin, Sin Cara, The Great Khali, Titus O'Neil, Tony Nese, Tucker Knight, Tye Dillinger, Tyler Breeze, Viktor, Xavier Woods"
04.10.2003,B-Boy & Super Dragon vs. Jay Briscoe & Mark Briscoe,,Tag Team,6.00,Pro Wrestling Guerrilla,NA,"B-Boy, Super Dragon, Jay Briscoe, Mark Briscoe"
19.08.2005,Kevin Steen vs. Quicksilver,,Singles,6.00,Pro Wrestling Guerrilla,NA,"Kevin Steen, Quicksilver"
04.09.2005,Quicksilver vs. Rocky Romero,,Singles,6.00,Pro Wrestling Guerrilla,NA,"Quicksilver, Rocky Romero"
15.04.1995,Raven vs. Tommy Dreamer,,Singles,6.00,Extreme Championship Wrestling,NA,"Raven, Tommy Dreamer"
25.02.2005,AJ Styles vs. Jimmy Rave,,Singles,6.00,Ring Of Honor,NA,"AJ Styles, Jimmy Rave"
23.02.2007,Brent Albright & Jimmy Jacobs vs. Colt Cabana & Nigel McGuinness,,Tag Team,6.00,Ring Of Honor,NA,"Brent Albright, Jimmy Jacobs, Colt Cabana, Nigel McGuinness"
11.05.2007,BJ Whitmer & Takeshi Morishima vs. Jay Briscoe & Mark Briscoe,,Tag Team,6.00,Ring Of Honor,NA,"BJ Whitmer, Takeshi Morishima, Jay Briscoe, Mark Briscoe"
27.02.1999,Christopher Daniels vs. Matt Hardy,,Singles,6.00,East Coast Wrestling Association,NA,"Christopher Daniels, Matt Hardy"
18.12.2004,Austin Aries vs. Chris Hero,,Singles,6.00,Pro Wrestling Guerrilla,NA,"Austin Aries, Chris Hero"
12.02.2005,Ricky Reyes vs. Roderick Strong,,Singles,6.00,Pro Wrestling Guerrilla,NA,"Ricky Reyes, Roderick Strong"
02.04.2005,Chris Hero vs. Christopher Daniels,,Singles,6.00,Pro Wrestling Guerrilla,NA,"Chris Hero, Christopher Daniels"
31.08.2009,AJ Styles vs. Doug Williams,,Singles,6.00,Total Nonstop Action Wrestling,NA,"AJ Styles, Doug Williams"
25.12.2011,CIMA vs. Masaaki Mochizuki,,Singles,6.00,Dragon Gate,NA,"CIMA, Masaaki Mochizuki"
03.05.2010,Emi Sakura vs. Riho,,Singles,6.00,Ice Ribbon,NA,"Emi Sakura, Riho"
21.05.2015,Akebono vs. Go Shiozaki,,Singles,6.00,All Japan Pro Wrestling,NA,"Akebono, Go Shiozaki"
11.12.2015,Chuck Taylor vs. Mark Andrews ,,Singles,6.00,Pro Wrestling Guerrilla,NA,"Chuck Taylor, Mark Andrews"
23.04.2019,"EVIL, Shingo Takagi & Tetsuya Naito vs. Kota Ibushi, SHO & Tomohiro Ishii",,Six Man Tag Team,6.00,New Japan Pro Wrestling,NA,"EVIL, Shingo Takagi, Tetsuya Naito, Kota Ibushi, SHO, Tomohiro Ishii"
17.12.1979,Dusty Rhodes vs. Harley Race,,Singles,6.00,World Wrestling Federation,NA,"Dusty Rhodes, Harley Race"
15.07.2019,Jeff Cobb vs. Jon Moxley,,Singles,6.00,New Japan Pro Wrestling,NA,"Jeff Cobb, Jon Moxley"
27.12.2004,Chris Benoit vs. Viscera,,Singles,6.00,World Wrestling Entertainment,NA,"Chris Benoit, Viscera"
04.07.2020,Maki Ito & Raku vs. Miu Watanabe & Rika Tatsumi,,Tag Team,6.00,Tokyo Joshi Pro-Wrestling,NA,"Maki Ito, Raku, Miu Watanabe, Rika Tatsumi"
04.01.2020,Low Ki vs. Masashi Takeda,,Singles,6.00,ICW No Holds Barred,NA,"Low Ki, Masashi Takeda"
12.02.2020,Bronson Reed vs. Roderick Strong,,Singles,6.00,World Wrestling Entertainment,NA,"Bronson Reed, Roderick Strong"
03.07.2020,Kevin Owens vs. Seth Rollins,,Singles,6.00,World Wrestling Entertainment,NA,"Kevin Owens, Seth Rollins"
23.11.1989,"Andre The Giant, Arn Anderson, Bobby Heenan & Haku vs. Jim Neidhart, Marty Jannetty, Shawn Michaels & The Ultimate Warrior",,Survivor Series Elimination,6.00,World Wrestling Federation,NA,"Andre The Giant, Arn Anderson, Bobby Heenan, Haku, Jim Neidhart, Marty Jannetty, Shawn Michaels, The Ultimate Warrior"
13.04.2020,Aleister Black vs. Oney Lorcan,,Singles,6.00,World Wrestling Entertainment,NA,"Aleister Black, Oney Lorcan"
20.07.2020,"BUSHI, Hiromu Takahashi & Tetsuya Naito vs. Dick Togo, EVIL & Taiji Ishimori",,Six Man Tag Team,6.00,New Japan Pro Wrestling,NA,"BUSHI, Hiromu Takahashi, Tetsuya Naito, Dick Togo, EVIL, Taiji Ishimori"
08.02.1971,Ivan Koloff vs. Pedro Morales,,Singles,6.00,World Wide Wrestling Federation,NA,"Ivan Koloff, Pedro Morales"
25.04.2020,Daniel Bryan vs. King Corbin,,Singles,6.00,World Wrestling Entertainment,NA,"Daniel Bryan, King Corbin"
17.06.2020,Yoshinobu Kanemaru vs. Yuya Uemura,,Singles,6.00,New Japan Pro Wrestling,NA,"Yoshinobu Kanemaru, Yuya Uemura"
11.12.2019,Cody  & QT Marshall vs. The Blade      & The Butcher     ,,Tag Team,6.00,All Elite Wrestling,NA,"Cody, QT Marshall, The Blade, The Butcher"
26.02.2020,Big Swole vs. Hikaru Shida vs. Shanna vs. Yuka Sakazaki,,Four Way,6.00,All Elite Wrestling,NA,"Big Swole, Hikaru Shida, Shanna, Yuka Sakazaki"
15.04.2020,Colt Cabana vs. Lance Archer,,Singles,6.00,All Elite Wrestling,NA,"Colt Cabana, Lance Archer"
21.07.2020,Big E vs. The Miz,,Singles,6.00,World Wrestling Entertainment,NA,"Big E, The Miz"
26.07.2020,Maika vs. Momo Watanabe,,Singles,6.00,World Wonder Ring Stardom,NA,"Maika, Momo Watanabe"
12.12.1999,Chris Jericho vs. Chyna,,Singles,6.00,World Wrestling Federation,NA,"Chris Jericho, Chyna"
07.08.2020,Karl Fredericks vs. KENTA,,Singles,6.00,New Japan Pro Wrestling,NA,"Karl Fredericks, KENTA"
13.12.1995,Hanzo Nakajima vs. Lionheart ,,Singles,6.00,Wrestle Association-R,NA,"Hanzo Nakajima, Lionheart"
09.02.2020,Jay White vs. SANADA,,Singles,6.00,New Japan Pro Wrestling,NA,"Jay White, SANADA"
14.08.2020,Jeff Cobb vs. KENTA,,Singles,6.00,New Japan Pro Wrestling,NA,"Jeff Cobb, KENTA"
23.09.1987,Randy Savage vs. The Honky Tonk Man,,Singles,6.00,World Wrestling Federation,NA,"Randy Savage, The Honky Tonk Man"
14.12.2003,Batista vs. Shawn Michaels,,Grudge,6.00,World Wrestling Entertainment,NA,"Batista, Shawn Michaels"
08.06.2016,Asuka vs. Nia Jax,,Singles,6.00,World Wrestling Entertainment,NA,"Asuka, Nia Jax"
23.08.2020,Akito vs. T-Hawk,,Singles,6.00,DDT Pro Wrestling,NA,"Akito, T-Hawk"
14.02.2020,Daniel Bryan & Roman Reigns vs. John Morrison & The Miz,,Tag Team,6.00,World Wrestling Entertainment,NA,"Daniel Bryan, Roman Reigns, John Morrison, The Miz"
20.09.2009,Abyss vs. Kevin Nash,,Singles,6.00,Total Nonstop Action Wrestling,NA,"Abyss, Kevin Nash"
07.09.2020,Dominik Mysterio vs. Murphy ,,Street Fight,6.00,World Wrestling Entertainment,NA,"Dominik Mysterio, Murphy"
29.01.2012,Daniel Bryan vs. Mark Henry vs. The Big Show,,Triple Threat Steel Cage,6.00,World Wrestling Entertainment,NA,"Daniel Bryan, Mark Henry, The Big Show"
25.04.1989,Jim Neidhart vs. Randy Savage,,Singles,6.00,World Wrestling Federation,NA,"Jim Neidhart, Randy Savage"
07.07.1990,Butch Reed & Ron Simmons vs. Ricky Morton & Robert Gibson,,Tag Team,6.00,World Championship Wrestling,NA,"Butch Reed, Ron Simmons, Ricky Morton, Robert Gibson"
15.09.2020,TJP vs. Trey ,,Singles,6.00,Impact Wrestling,NA,"TJP, Trey"
19.05.1996,Brad Armstrong vs. Dean Malenko,,Singles,6.00,World Championship Wrestling,NA,"Brad Armstrong, Dean Malenko"
19.06.1994,Owen Hart vs. Razor Ramon,,Singles,6.00,World Wrestling Federation,NA,"Owen Hart, Razor Ramon"
19.01.1991,Animal vs. Bret Hart vs. Brian Knobbs vs. Butch vs. Crush vs. Dino Bravo vs. Earthquake vs. Greg Valentine vs. Haku vs. Hawk vs. Hercules vs. Hulk Hogan vs. Jake Roberts vs. Jim Duggan vs. Jimmy Snuka vs. Jim Neidhart vs. Luke vs. Mr. Perfect vs. Paul Roma vs. Rick Martel vs. Saba Simba vs. Shane Douglas vs. Smash vs. The British Bulldog vs. The Texas Tornado vs. The Undertaker vs. The Warlord vs. Tito Santana vs. Tugboat,,Royal Rumble,6.00,World Wrestling Federation,NA,"Animal, Bret Hart, Brian Knobbs, Butch, Crush, Dino Bravo, Earthquake, Greg Valentine, Haku, Hawk, Hercules, Hulk Hogan, Jake Roberts, Jim Duggan, Jimmy Snuka, Jim Neidhart, Luke, Mr. Perfect, Paul Roma, Rick Martel, Saba Simba, Shane Douglas, Smash, The British Bulldog, The Texas Tornado, The Undertaker, The Warlord, Tito Santana, Tugboat"
18.01.1971,Bruno Sammartino vs. Ivan Koloff,,Singles,6.00,World Wide Wrestling Federation,NA,"Bruno Sammartino, Ivan Koloff"
25.09.2020,AJ Styles vs. Jeff Hardy vs. Sami Zayn,,Triple Threat,6.00,World Wrestling Entertainment,NA,"AJ Styles, Jeff Hardy, Sami Zayn"
25.01.1997,Big Bubba Rogers vs. Hugh Morrus,,Mexican Death,6.00,World Championship Wrestling,NA,"Big Bubba Rogers, Hugh Morrus"
25.09.2020,Josh Woods vs. Kenny King,,Singles,6.00,Ring Of Honor,NA,"Josh Woods, Kenny King"
09.10.2020,Kevin Owens vs. The Fiend,,Singles,6.00,World Wrestling Entertainment,NA,"Kevin Owens, The Fiend"
09.10.2020,Devon Monroe vs. Faye Jackson vs. Marti Belle vs. Willow Nightingale,,Four Way,6.00,Game Changer Wrestling,NA,"Devon Monroe, Faye Jackson, Marti Belle, Willow Nightingale"
26.11.2006,Lita vs. Mickie James,,Singles,6.00,World Wrestling Entertainment,NA,"Lita, Mickie James"
11.10.2020,Matt Makowski vs. Simon Grimm,,Singles,6.00,Game Changer Wrestling,NA,"Matt Makowski, Simon Grimm"
23.10.2020,Mansoor vs. The Brian Kendrick,,Singles,6.00,World Wrestling Entertainment,NA,"Mansoor, The Brian Kendrick"
02.11.2020,Drew McIntyre vs. John Morrison & The Miz,,Two On One Handicap,6.00,World Wrestling Entertainment,NA,"Drew McIntyre, John Morrison, The Miz"
03.11.2020,Chris Bey vs. Trey Miguel,,Singles,6.00,Impact Wrestling,NA,"Chris Bey, Trey Miguel"
11.11.2020,Dexter Lumis vs. Timothy Thatcher,,Singles,6.00,World Wrestling Entertainment,NA,"Dexter Lumis, Timothy Thatcher"
22.11.2020,Hirooki Goto & YOSHI-HASHI vs. Hiroshi Tanahashi & Toa Henare,,Tag Team,6.00,New Japan Pro Wrestling,NA,"Hirooki Goto, YOSHI-HASHI, Hiroshi Tanahashi, Toa Henare"
20.02.1989,Kevin Sullivan & Steve Williams vs. Road Warrior Animal & Road Warrior Hawk,,Tag Team,6.00,World Championship Wrestling,NA,"Kevin Sullivan, Steve Williams, Road Warrior Animal, Road Warrior Hawk"
02.12.2020,Robbie Eagles vs. Ryusuke Taguchi,,Singles,6.00,New Japan Pro Wrestling,NA,"Robbie Eagles, Ryusuke Taguchi"
02.12.2020,Damian Priest & Leon Ruff vs. Raul Mendoza & Santos Escobar,,Tag Team,6.00,World Wrestling Entertainment,NA,"Damian Priest, Leon Ruff, Raul Mendoza, Santos Escobar"
01.03.1993,Bret Hart vs. Fatu,,Singles,6.00,World Wrestling Federation,NA,"Bret Hart, Fatu"
05.12.2020,Facade vs. Sefa Fatu,,Singles,6.00,Game Changer Wrestling,NA,"Facade, Sefa Fatu"
08.12.2020,Chris Bey & Moose     vs. Rich Swann & Willie Mack,,Tag Team,6.00,Impact Wrestling,NA,"Chris Bey, Moose, Rich Swann, Willie Mack"
09.12.2020,Killian Dain vs. Pete Dunne,,Singles,6.00,World Wrestling Entertainment,NA,"Killian Dain, Pete Dunne"
